index,name,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
2473,The Real Thing,Russell Morris,1978,6.338883333,44,0.274,0.0076,0.274,0.618,0.42,2,0.123,-14.245,0.0447,91.726,4,0.557
2474,An Honest Mistake,The Bravery,2005,3.661766667,56,0.46,3.21E-06,0.46,0.889,0.645,2,0.121,-4.281,0.0294,140.038,4,0.639
2475,In The Waiting Line,Zero 7,2001,4.525333333,63,0.561,0.76,0.561,0.33,0.134,5,0.106,-13.51,0.0268,79.01,4,0.378
2476,Check My Brain,Alice In Chains,2009,3.9651,58,0.441,3.28E-06,0.441,0.845,0.0533,10,0.723,-3.315,0.0462,113.989,4,0.304
2477,No More Heroes - 1996 Remaster,The Stranglers,1977,3.457333333,52,0.293,0.000109,0.293,0.933,0.145,0,0.336,-8.082,0.0701,150.994,4,0.837
2478,She's A Beauty - Remastered 1991,The Tubes,1983,4.0111,54,0.689,0.0684,0.689,0.789,0.000516,2,0.297,-8.565,0.0359,110.739,4,0.631
2479,The Bomb (These Sounds Fall Into My Mind),The Bucketheads,1995,3.382233333,54,0.782,0.0027,0.782,0.874,0.343,5,0.0766,-3.57,0.0384,125.917,4,0.872
2480,Father Figure,Army of Anyone,2006,4.074433333,18,0.52,0.000234,0.52,0.968,0.0634,9,0.284,-2.953,0.105,93.986,4,0.562
2481,You Can't Catch Me - Single Version,Chuck Berry,1982,2.709766667,37,0.816,0.816,0.816,0.701,1.67E-05,8,0.0656,-11.097,0.0564,122.537,4,0.885
2482,Cheap Wine & Cheaper Women,Airbourne,2007,3.169333333,34,0.647,0.00151,0.647,0.847,0.000194,9,0.382,-3.446,0.0328,110.008,4,0.718
2483,Frankie And Johnny - Live,Sam Cooke,1964,3.002433333,25,0.501,0.399,0.501,0.487,0,0,0.706,-9.799,0.192,109.134,4,0.575
2484,Wherever You Will Go,The Calling,2001,3.476666667,73,0.558,0.0367,0.558,0.719,0,2,0.115,-5.113,0.0267,112.027,4,0.371
2485,Cry Little Sister - Theme from ''Lost Boys'',Various Artists,1987,4.768883333,53,0.467,0.161,0.467,0.495,0.0175,2,0.0714,-15.455,0.0516,146.016,4,0.443
2486,Pyramid Song,Radiohead,2001,4.812216667,61,0.127,0.786,0.127,0.335,0.427,11,0.111,-8.298,0.0329,77.078,4,0.0686
2487,On my Radio,The Selecter,1997,3.08665,48,0.783,0.0493,0.783,0.706,0.0617,7,0.158,-7.544,0.0434,141.021,4,0.96
2488,"Hasta Manana, Monsieur",Sparks,1974,3.851766667,8,0.457,0.139,0.457,0.685,0,0,0.156,-12.872,0.0636,132.202,4,0.605
2489,Oh Girl,The Chi-Lites,2001,3.604666667,50,0.418,0.226,0.418,0.402,0,10,0.103,-12.942,0.0288,133.683,4,0.601
2490,Senses Working Overtime - Remastered,XTC,1982,4.84445,52,0.68,0.0289,0.68,0.665,0.0289,0,0.659,-11.886,0.0355,129.899,4,0.862
2491,"See You Later, Alligator",Bill Haley & His Comets,1959,2.780666667,52,0.663,0.272,0.663,0.758,0,10,0.319,-10.07,0.0571,157.198,4,0.814
2492,Set My Baby Free,Ian Brown,1999,4.418883333,39,0.566,0.754,0.566,0.606,0.0338,0,0.135,-6.385,0.0322,89.836,4,0.339
2493,Villa Rosie - 2012 Remaster,Blur,1993,3.9151,26,0.456,0.0662,0.456,0.748,0,0,0.0942,-6.632,0.0346,96.438,4,0.586
2494,Wild Hearted Son (Edit),The Cult,2000,4.4351,35,0.422,0.0131,0.422,0.887,0.104,6,0.251,-6.644,0.0616,131.164,4,0.487
2495,Stacked Actors,Foo Fighters,1999,4.274,54,0.502,0.00203,0.502,0.934,0.00102,7,0.234,-5.145,0.05,134.898,4,0.67
2496,Kyrie - Single Version,Mr. Mister,2001,4.232666667,0,0.489,0.269,0.489,0.656,0,0,0.0738,-8.763,0.036,89.766,4,0.617
2497,"Harvest for the World, Pt. 1 - Single Version",The Isley Brothers,1976,3.528883333,54,0.658,0.116,0.658,0.585,8.58E-06,7,0.112,-9.81,0.0425,132.141,4,0.552
2498,I Forgot to Remember to Forget,Elvis Presley,1959,2.472,30,0.679,0.401,0.679,0.471,1.85E-05,4,0.552,-12.643,0.0577,112.946,4,0.674
2499,Cico Buff,Cocteau Twins,1988,3.764666667,37,0.483,0.164,0.483,0.757,0.00328,0,0.184,-5.249,0.0296,134.04,4,0.386
2500,Babe,Styx,1979,4.432883333,65,0.267,0.527,0.267,0.204,0,2,0.0924,-13.714,0.0317,169.486,4,0.0903
2501,"He's Simple, He's Dumb, He's The Pilot",Grandaddy,2000,8.88155,43,0.307,0.317,0.307,0.419,0.0425,5,0.149,-11.983,0.0307,124.775,3,0.0507
2502,Mourn,Sentenced,1998,4.73555,44,0.447,0.0355,0.447,0.556,0.894,4,0.0937,-8.112,0.0306,130.042,4,0.13
2503,Me and Mia,Ted Leo and the Pharmacists,2004,3.519366667,38,0.431,0.00241,0.431,0.95,0,7,0.103,-3.542,0.258,172.081,4,0.625
2504,Sorted For E's & Wizz,Pulp,1995,3.7971,48,0.373,0.272,0.373,0.768,3.14E-06,0,0.361,-9.39,0.0637,91.785,4,0.527
2505,Around And Around,Chuck Berry,1959,2.706666667,37,0.729,0.578,0.729,0.381,4.49E-06,4,0.0821,-11.445,0.0303,88.02,4,0.929
2506,I Should Have Known Better - Remastered 2009,The Beatles,1964,2.718,61,0.682,0.257,0.682,0.444,0,7,0.115,-7.689,0.0289,130.704,4,0.91
2507,The Letter - Live At The Fillmore East/1970,Joe Cocker,1970,4.54955,38,0.485,0.309,0.485,0.949,0.000307,8,0.938,-5.509,0.157,90.553,4,0.748
2508,Don't You Just Know It?,"Huey ""Piano"" Smith",2010,2.586666667,23,0.76,0.73,0.76,0.801,9.13E-05,10,0.143,-6.329,0.0818,139.812,4,0.785
2509,Long Ride,Young Nudy,2019,4.33465,43,0.601,0.0903,0.601,0.61,1.35E-06,7,0.196,-8.055,0.0814,140.019,4,0.125
2510,Passive,A Perfect Circle,2004,4.16955,57,0.445,0.00112,0.445,0.708,0.0104,5,0.0982,-6.207,0.0343,86.875,4,0.119
2511,"""Get A Shot Of The Refrigerator""",Stereolab,2006,4.386433333,10,0.52,0.0543,0.52,0.815,0.712,7,0.159,-7.434,0.0363,179.673,4,0.674
2512,At This Moment (studio Version),Billy Vera & The Beaters,2010,3.914133333,40,0.569,0.87,0.569,0.229,4.03E-05,6,0.142,-10.459,0.0426,81.213,3,0.16
2513,"Hold On, I'm Comin'",Sam & Dave,1966,2.5951,67,0.803,0.196,0.803,0.338,0.038,6,0.097,-14.029,0.0349,106.841,4,0.912
2514,Too Much Monkey Business,Chuck Berry,1957,2.902216667,37,0.678,0.813,0.678,0.83,0,5,0.267,-5.901,0.128,93.275,4,0.853
2515,Chicks 'N Cars (And The Third World War),Colin James,1988,3.58955,27,0.494,0.0387,0.494,0.795,9.43E-06,0,0.0845,-10.337,0.0375,172.166,4,0.85
2516,Dream Police,Cheap Trick,1979,3.88555,52,0.476,0.0446,0.476,0.766,0.0053,4,0.214,-11.435,0.038,137.083,4,0.68
2517,Anthem for the Year 2000,Silverchair,1999,4.129766667,50,0.325,0.0426,0.325,0.768,4.04E-06,2,0.27,-7.51,0.0491,176.6,4,0.454
2518,Ant Music in the Style of Adam & the Ants,Sunfly Karaoke,2009,3.483333333,0,0.777,0.00694,0.777,0.42,0.0498,2,0.0621,-12.156,0.0946,162.106,4,0.702
2519,How It Ends,DeVotchKa,2004,6.994666667,45,0.617,0.862,0.617,0.336,0.11,4,0.417,-10.661,0.0363,103.87,4,0.0393
2520,Rocco - Dub,Death In Vegas,1997,6.57,22,0.632,0.00405,0.632,0.952,0.847,11,0.178,-7.08,0.0426,128.644,4,0.725
2521,I'll Be Around,The Spinners,1973,3.146666667,63,0.593,0.175,0.593,0.791,0,8,0.0976,-8.698,0.068,112.295,4,0.63
2522,My Back Pages,The Byrds,1967,3.137333333,48,0.558,0.109,0.558,0.524,0,4,0.17,-10.528,0.0339,123.243,4,0.727
2523,Letting Go,Straight Lines,1981,3.54,13,0.53,0.599,0.53,0.359,0,3,0.169,-12.434,0.0272,104.97,4,0.185
2524,Citizen Erased,Muse,2001,7.35155,48,0.12,0.00912,0.12,0.672,0.0117,0,0.311,-7.873,0.0406,84.523,4,0.087
2525,One Night (Second 'Sit-Down' Show) - Live,Elvis Presley,2019,3.09755,51,0.206,0.823,0.206,0.865,0.882,4,0.75,-10.77,0.154,91.01,4,0.59
2526,The Night,Disturbed,2008,4.766666667,58,0.448,0.000426,0.448,0.976,0.000182,0,0.0884,-3.649,0.0749,184.076,4,0.585
2527,Whaling,"Tim Finn, Bic Runga, Dave Dobbyn",2001,5.504433333,23,0.525,0.104,0.525,0.775,0,0,0.976,-4.929,0.0304,112.237,4,0.339
2528,I Don't Need No Doctor,Humble Pie,2010,9.86755,30,0.373,0.00029,0.373,0.897,0.0179,2,0.669,-6.268,0.166,141.745,4,0.272
2529,I Can't Drive 55,Sammy Hagar,1984,4.2411,60,0.537,0.00214,0.537,0.645,3.21E-05,9,0.0911,-12.362,0.0308,133.745,4,0.848
2530,Bleed American,Jimmy Eat World,2001,3.024883333,63,0.438,0.00842,0.438,0.938,1.08E-06,6,0.806,-5.611,0.094,160.212,4,0.584
2531,No I In Threesome,Interpol,2007,3.858883333,53,0.468,0.0101,0.468,0.908,0.0402,0,0.109,-3.883,0.0667,120,4,0.167
2532,Cut-Throat,Sepultura,1996,2.74555,42,0.425,0.000266,0.425,0.958,0.00486,11,0.101,-6.184,0.118,99.672,4,0.258
2533,Dangerzone,Clor,2005,5.352883333,13,0.686,0.00163,0.686,0.87,0.198,6,0.088,-5.242,0.0514,97.988,4,0.62
2534,Get It On,Kingdom Come,1988,4.359933333,39,0.418,0.00809,0.418,0.701,0.000157,7,0.347,-13.222,0.0431,79.022,4,0.499
2535,Ready Teddy,Elvis Presley,1956,1.9231,36,0.607,0.53,0.607,0.808,5.75E-06,0,0.112,-8.944,0.0454,102.82,4,0.961
2536,I'm Glad You're Mine,Al Green,1972,2.960816667,40,0.775,0.201,0.775,0.535,4.03E-06,2,0.0769,-9.848,0.137,81.188,4,0.903
2537,Talking To Clarry,The Bluetones,1996,6.888883333,21,0.227,0.00135,0.227,0.814,0.00437,7,0.142,-7.346,0.0424,88.165,4,0.376
2538,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",1969,2.63155,66,0.567,0.914,0.567,0.159,0,7,0.111,-13.648,0.0331,146.913,4,0.436
2539,Dominion Road,The Mutton Birds,2002,3.909766667,46,0.591,0.0159,0.591,0.853,7.48E-05,11,0.354,-6.073,0.032,137.038,4,0.846
2540,Rock Steady - 2015 Remaster,Bad Company,1974,3.766883333,42,0.681,0.193,0.681,0.623,2.98E-06,9,0.0873,-10.322,0.0324,99.482,4,0.812
2541,Die in the Summertime - Remastered,Manic Street Preachers,1994,3.101333333,25,0.439,0.000165,0.439,0.82,0.00126,2,0.128,-5.279,0.0296,116.446,4,0.377
2542,Breadfan - live,Budgie,2020,7.6311,16,0.239,0.713,0.239,0.845,0.825,1,0.869,-10.395,0.109,106.709,4,0.386
2543,She Will Be Loved - Radio Mix,Maroon 5,2002,4.324216667,80,0.651,0.228,0.651,0.663,0,0,0.0994,-5.569,0.0281,102,4,0.465
2544,Re-Make/Re-Model,Roxy Music,1972,5.240433333,35,0.583,0.0222,0.583,0.915,0.0843,10,0.322,-7.183,0.0865,131.427,4,0.544
2545,Loving The Alien,Velvet Revolver,2004,5.7971,40,0.474,0.0167,0.474,0.631,0.153,0,0.0614,-6.749,0.0299,122.83,4,0.1
2546,Phenomena,Yeah Yeah Yeahs,2006,4.168883333,40,0.501,0.00749,0.501,0.896,0.000177,2,0.0758,-5.308,0.1,156.583,4,0.47
2547,Love Is A Battlefield - Remastered,Pat Benatar,2005,4.173766667,44,0.675,0.0368,0.675,0.88,0.00039,2,0.0768,-4.268,0.0532,90.736,4,0.844
2548,I Only Want To Be With You,Dusty Springfield,1964,2.636666667,58,0.602,0.103,0.602,0.684,0,7,0.175,-8.021,0.029,133,4,0.961
2549,We Weren't Born To Follow,Bon Jovi,2009,4.058216667,54,0.5,0.00125,0.5,0.847,0,11,0.0875,-4.222,0.0417,125.964,4,0.716
2550,Length Of Love,Interpol,2005,4.111333333,36,0.399,0.000676,0.399,0.938,0.913,10,0.439,-2.776,0.0366,127.299,4,0.379
2551,All Because Of You,U2,2004,3.573333333,42,0.294,0.00186,0.294,0.877,0.0131,2,0.0658,-2.846,0.0515,134.047,4,0.437
2552,Ask - 2011 Remaster,The Smiths,1987,3.302433333,58,0.453,0.387,0.453,0.986,0,7,0.422,-5.768,0.119,166.594,4,0.455
2553,People Are Strange,Echo & the Bunnymen,2006,3.638216667,46,0.517,0.015,0.517,0.633,0.000317,4,0.0837,-5.457,0.0327,120.76,4,0.523
2554,Heaven Is 10 Zillion Light Years Away,Stevie Wonder,1974,5.04155,35,0.563,0.365,0.563,0.602,7.37E-05,6,0.536,-11.07,0.0451,90.274,4,0.495
2555,Under Cover of Darkness,The Strokes,2011,3.925766667,67,0.357,0.00419,0.357,0.775,0.285,11,0.0676,-3.364,0.054,199.853,4,0.589
2556,You're Still The One,Shania Twain,1997,3.536666667,75,0.585,0.363,0.585,0.494,0,3,0.0886,-8.751,0.0353,133.822,4,0.634
2557,When I See You Smile,Bad English,1989,4.290666667,66,0.495,0.42,0.495,0.609,0,7,0.187,-9.902,0.0339,135.671,4,0.33
2558,Strange Magic,Electric Light Orchestra,2011,4.100883333,53,0.442,0.772,0.442,0.327,0,9,0.325,-12.831,0.0267,95.394,4,0.318
2559,Unwell - 2007 Remaster,Matchbox Twenty,2007,3.954433333,62,0.442,0.0456,0.442,0.793,0,9,0.328,-5.152,0.0347,80.985,4,0.437
2560,Diamond In The Rough,Airbourne,2007,2.899333333,40,0.677,0.00157,0.677,0.964,4.49E-06,7,0.0906,-2.008,0.0612,138.003,4,0.707
2561,Parklife - 2012 Remaster,Blur,1994,3.084883333,61,0.627,0.121,0.627,0.891,0,4,0.281,-6.094,0.0676,138.79,4,0.722
2562,Because of You,Kelly Clarkson,2004,3.658216667,71,0.583,0.254,0.583,0.584,0,5,0.123,-5.362,0.0314,140.039,4,0.136
2563,A Certain Romance,Arctic Monkeys,2006,5.52,64,0.455,0.000566,0.455,0.881,6.06E-05,11,0.11,-5.587,0.0401,137.949,4,0.201
2564,Cattle and Cane - Live,The Go-Betweens,1999,3.62555,1,0.596,0.84,0.596,0.497,0.000127,2,0.275,-10.971,0.0423,126.659,5,0.543
2565,Amor Maior - Acústico,Jota Quest,2017,3.95255,30,0.585,0.524,0.585,0.543,2.06E-06,2,0.89,-9.572,0.0287,76.001,4,0.386
2566,New York Mining Disaster 1941,Bee Gees,1967,2.206,49,0.446,0.581,0.446,0.237,0,9,0.0889,-13.42,0.0761,89.145,4,0.475
2567,The Sound of Settling,Death Cab for Cutie,2003,2.208433333,50,0.423,0.00559,0.423,0.761,0.000535,6,0.215,-6.593,0.0278,175.349,4,0.781
2568,US Forces - Remastered Version,Midnight Oil,1982,4.101766667,41,0.612,0.0377,0.612,0.967,0.000219,4,0.0387,-4.006,0.119,142.873,4,0.37
2569,Until the Sun Comes,Rival Sons,2012,2.981333333,33,0.487,0.00352,0.487,0.915,0,0,0.126,-4.394,0.0475,135.501,4,0.823
2570,Original Fire,Audioslave,2006,3.641766667,49,0.638,0.0103,0.638,0.947,0.0727,9,0.386,-2.811,0.054,124.162,4,0.7
2571,One Man Army,Our Lady Peace,1999,3.37155,48,0.406,0.0273,0.406,0.888,0,6,0.0848,-4.204,0.131,159.386,4,0.592
2572,I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,1972,4.884433333,53,0.441,0.374,0.441,0.441,1.35E-05,3,0.186,-13.361,0.0391,123.736,4,0.182
2573,Aquarius,Boards of Canada,1998,5.968,48,0.708,0.0157,0.708,0.507,0.865,6,0.103,-12.19,0.145,168.781,4,0.74
2574,Lately,Stevie Wonder,1980,4.087333333,56,0.437,0.478,0.437,0.152,0,1,0.108,-16.78,0.0352,76.011,4,0.267
2575,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,2016,3.439333333,75,0.58,0.198,0.58,0.498,0,1,0.132,-6.901,0.0277,116.271,4,0.111
2576,Futures,Zero 7,2006,3.8871,54,0.597,0.187,0.597,0.52,0.0702,2,0.0997,-10.689,0.0285,142.133,4,0.381
2577,Here's to the Night,Eve 6,2000,4.164,57,0.583,0.0405,0.583,0.652,0.000378,7,0.0781,-6.255,0.0244,97.469,4,0.352
2578,3rd Planet,Modest Mouse,2000,3.974883333,52,0.536,0.326,0.536,0.567,1.87E-05,7,0.109,-7.512,0.113,82.191,4,0.433
2579,Beetlebum - 2012 Remaster,Blur,1997,5.086883333,57,0.542,0.0789,0.542,0.626,0.000508,0,0.277,-7.105,0.0242,89.734,4,0.813
2580,The Healer,Crown Of Thorns,2008,4.71335,7,0.292,0.00241,0.292,0.972,0.041,8,0.283,-3.409,0.144,74.576,4,0.321
2581,Still in Love Song,The Stills,2003,3.6771,40,0.566,0.000541,0.566,0.796,0.313,4,0.121,-5.436,0.0255,130.986,4,0.406
2582,Old Enough,The Raconteurs,2008,3.956216667,39,0.338,0.000157,0.338,0.8,0.000195,7,0.212,-5.23,0.0417,89.205,4,0.472
2583,Last Child,Aerosmith,1976,3.437766667,51,0.517,0.026,0.517,0.504,0,8,0.664,-11.66,0.0414,166.81,4,0.741
2584,Let Me See,Morcheeba,1998,4.358433333,27,0.74,0.0874,0.74,0.774,0.54,9,0.31,-5.326,0.0262,105.993,4,0.625
2585,Beauty Queen,Roxy Music,1973,4.685783333,33,0.447,0.117,0.447,0.691,0.00584,7,0.146,-7.996,0.0762,150.615,4,0.603
2586,Gasoline Alley,Rod Stewart,1970,4.122216667,36,0.502,0.838,0.502,0.389,0,4,0.164,-11.08,0.0387,136.93,4,0.655
2587,Daydream Believer,The Monkees,1968,2.99355,69,0.51,0.256,0.51,0.488,0,7,0.11,-10.304,0.0304,125.683,4,0.649
2588,Wishing (If I Had a Photograph of You),A Flock Of Seagulls,2008,5.5071,49,0.507,0.104,0.507,0.803,0.678,1,0.054,-5.176,0.0388,120.23,4,0.682
2589,The Wallflower (AKA Roll With Me Henry) - Single Version,Etta James,2011,3.128433333,23,0.66,0.602,0.66,0.497,0.00022,5,0.345,-8.154,0.0625,130.387,4,0.642
2590,Afterlife,Avenged Sevenfold,2007,5.873766667,68,0.487,0.000429,0.487,0.949,2.91E-05,2,0.231,-4.217,0.0798,110.02,4,0.406
2591,Untitled,Interpol,2002,3.944433333,52,0.202,0.00233,0.202,0.79,0.722,8,0.0768,-5.199,0.0321,91.623,4,0.0919
2592,London Leatherboys,Accept,1983,3.964433333,35,0.403,0.00139,0.403,0.763,5.79E-05,11,0.074,-7.033,0.038,97.572,4,0.8
2593,Julia - Remastered 2009,The Beatles,1968,2.944433333,55,0.512,0.828,0.512,0.0953,0.000268,2,0.117,-16.082,0.0304,134.706,4,0.193
2594,Crystal Baller,Third Eye Blind,2003,4.257766667,47,0.389,0.0127,0.389,0.752,8.35E-06,0,0.184,-4.48,0.0794,193.662,4,0.436
2595,Stairway,Yukon Blonde,2012,3.376433333,23,0.444,2.27E-05,0.444,0.906,0.000204,2,0.214,-4.075,0.0417,167.005,4,0.582
2596,Crosseyed and Painless - 2005 Remaster,Talking Heads,1980,4.760216667,51,0.723,0.138,0.723,0.818,0.748,7,0.218,-5.946,0.0366,135.122,4,0.894
2597,Fast Cars - 1996 Remastered Version,Buzzcocks,1978,2.448216667,34,0.265,0.00191,0.265,0.82,0.0265,10,0.157,-7.067,0.053,93.229,4,0.479
2598,Davidian,Machine Head,1994,4.943766667,57,0.278,0.000535,0.278,0.937,0.118,7,0.227,-6.952,0.168,154.244,3,0.29
2599,Damaged Goods,Gang Of Four,1979,3.453333333,57,0.744,0.025,0.744,0.721,0.0466,0,0.155,-7.008,0.0899,157.188,4,0.965
2600,Good Rockin' Tonight,Elvis Presley,1959,2.192883333,37,0.518,0.52,0.518,0.519,0,4,0.0961,-9.031,0.0401,172.245,4,0.921
2601,Love Is A Losing Game,Amy Winehouse,2006,2.569333333,61,0.48,0.317,0.48,0.561,0.00641,0,0.184,-5.874,0.027,164.791,4,0.541
2602,Demons,Super Furry Animals,1997,5.186,24,0.281,0.043,0.281,0.482,0.00645,2,0.121,-7.74,0.0324,152.26,4,0.265
2603,Trip the Darkness,Lacuna Coil,2012,3.231333333,50,0.315,4.28E-05,0.315,0.911,0,0,0.369,-4.136,0.056,183.974,3,0.38
2604,Save Tonight,Eagle-Eye Cherry,1998,3.9871,67,0.547,9.24E-05,0.547,0.693,5.46E-05,0,0.113,-8.786,0.0353,119.567,4,0.583
2605,Slave,Weezer,2002,2.888883333,30,0.207,1.46E-05,0.207,0.704,0.204,9,0.0977,-5.655,0.0502,123.824,4,0.377
2606,"Come On, Let's Go",Ritchie Valens,1959,2.076433333,56,0.616,0.788,0.616,0.724,3.16E-06,9,0.128,-8.101,0.042,81.402,3,0.809
2607,Something to Die For - Single Mix,The Sounds,2011,3.719766667,25,0.705,0.00809,0.705,0.875,5.00E-06,2,0.503,-2.714,0.0371,137.015,4,0.663
2608,Collective Dreamwish Of Upperclass Elegance,Grandaddy,1997,5.434,34,0.688,0.252,0.688,0.339,0.95,7,0.0973,-11.614,0.0293,84.005,4,0.333
2609,Can You Dig It?,The Mock Turtles,2003,4.182216667,47,0.486,0.0021,0.486,0.885,0.159,4,0.382,-6.439,0.0304,107.386,4,0.85
2610,Dark Days,Parkway Drive,2012,4.09,48,0.337,0.000576,0.337,0.988,0,10,0.0872,-3.984,0.185,125.508,4,0.251
2611,The First Cut Is the Deepest,Various Artists,2001,3.270216667,35,0.573,0.263,0.573,0.488,0.00244,5,0.0702,-8.561,0.0921,88.677,4,0.707
2612,House Of Cards,Radiohead,2007,5.47155,64,0.71,0.278,0.71,0.496,0.581,5,0.101,-9.638,0.0297,111.662,4,0.637
2613,"Birth, School, Work, Death",The Godfathers,2011,4.1471,42,0.521,0.000548,0.521,0.765,0.00885,9,0.114,-10.942,0.0367,120.674,4,0.719
2614,Strange & Beautiful (I'll Put a Spell On You) - From KCRW.Presents,Aqualung,2005,3.864666667,38,0.644,0.685,0.644,0.19,0.0902,5,0.0779,-13.068,0.031,109.959,3,0.32
2615,Stricken,Disturbed,2005,4.0871,72,0.404,8.51E-05,0.404,0.969,0.0114,8,0.268,-2.938,0.195,173.878,4,0.29
2616,Night Prowler,AC/DC,1979,6.466,51,0.251,0.024,0.251,0.73,0.0137,6,0.181,-5.002,0.0615,197.304,3,0.482
2617,Mistress Mabel,The Fratellis,2008,4.420216667,18,0.287,0.00262,0.287,0.952,2.15E-06,11,0.16,-2.42,0.0893,175.943,4,0.511
2618,I Will Wait,Mumford & Sons,2012,4.612,69,0.48,0.00993,0.48,0.756,0.00704,1,0.312,-5.399,0.0333,131.127,4,0.447
2619,Jingle Bell Rock,Bobby Helms,1992,2.182883333,84,0.754,0.643,0.754,0.424,0,2,0.0652,-8.463,0.0363,119.705,4,0.806
2620,Where Have All The Good People Gone?,Sam Roberts Band,2003,4.407766667,18,0.544,0.0223,0.544,0.941,1.14E-06,9,0.104,-4.627,0.0365,87.097,4,0.719
2621,Pure And Easy - Remastered 2017,Pete Townshend,1972,5.5391,33,0.664,0.204,0.664,0.729,0.126,0,0.153,-8.968,0.0278,123.977,4,0.635
2622,Room to Breathe,Blindspott,2003,4.010433333,36,0.65,0.000791,0.65,0.854,0.000379,4,0.274,-6.012,0.0309,107.052,4,0.506
2623,Out Of Line,The Bravery,2005,3.066883333,21,0.526,0.000103,0.526,0.92,0.000817,9,0.337,-4.295,0.0305,129.027,4,0.692
2624,Heaven Coming Down,The Tea Party,1999,4.02155,44,0.343,0.00359,0.343,0.862,0.0169,2,0.146,-5.334,0.0408,184.232,4,0.221
2625,Too Much,Elvis Presley,2002,2.580666667,50,0.546,0.776,0.546,0.815,0,3,0.0643,-5.607,0.047,118.489,4,0.906
2626,Sunday Morning,No Doubt,1995,4.5511,54,0.581,0.0118,0.581,0.806,8.84E-06,4,0.124,-5.44,0.0309,157.129,4,0.779
2627,When I'm With You,Sheriff,1982,3.967333333,53,0.248,0.274,0.248,0.324,0.00946,9,0.113,-10.878,0.03,135.786,4,0.122
2628,What Is Love?,Deee-Lite,1990,3.674666667,39,0.791,0.0069,0.791,0.631,0.867,2,0.333,-14.543,0.0495,111.228,4,0.534
2629,Hall of Fame (feat. will.i.am),The Script,2012,3.37555,69,0.421,0.0653,0.421,0.873,0,10,0.123,-4.343,0.0565,84.803,4,0.63
2630,Automatic Stop,The Strokes,2003,3.450483333,58,0.68,0.00336,0.68,0.536,0.737,1,0.0884,-6.078,0.0384,105.917,4,0.959
2631,Inside - Live,Ray Wilson,2011,5.9511,42,0.331,8.37E-05,0.331,0.806,0.00292,8,0.959,-7.414,0.0397,79.884,4,0.27
2632,Someone Somewhere (In Summertime),Simple Minds,1982,4.63,54,0.552,0.025,0.552,0.574,0.183,6,0.346,-10.146,0.0264,99.5,4,0.718
2633,Faster,Manic Street Preachers,2011,3.9251,26,0.453,0.0163,0.453,0.941,0.0236,9,0.143,-6.09,0.045,152.17,4,0.48
2634,I'm So Glad,Cream,1966,3.966666667,38,0.356,0.0313,0.356,0.561,6.20E-05,2,0.25,-11.797,0.0392,135.593,4,0.34
2635,Atlantic,Keane,2006,4.2251,42,0.477,0.00378,0.477,0.791,0.000601,3,0.0852,-6.815,0.0329,130.005,4,0.137
2636,Take Me to the River,Al Green,1974,3.756216667,64,0.786,0.218,0.786,0.418,0.000158,9,0.134,-11.115,0.0432,119.101,4,0.94
2637,Numb,Portishead,1994,3.93,53,0.326,0.056,0.326,0.447,1.80E-05,6,0.0812,-6.11,0.0356,78.052,4,0.22
2638,Indian Summer,Beat Happening,1988,3.084,44,0.445,0.362,0.445,0.577,0,9,0.0522,-10.079,0.0271,139.773,4,0.642
2639,Banquet,Bloc Party,2005,3.276883333,59,0.578,0.000139,0.578,0.892,0.0111,10,0.215,-7.952,0.0441,150.253,4,0.892
2640,Shotgun,Jr. Walker & The All Stars,1965,2.943766667,56,0.751,0.155,0.751,0.683,7.85E-06,1,0.0611,-5.771,0.0338,120.983,4,0.631
2641,Honey Love (with Clyde McPhatter),The Drifters,2005,2.450216667,26,0.636,0.964,0.636,0.324,0.000159,0,0.28,-10.125,0.33,76.704,4,0.949
2642,Sliver,Nirvana,1992,2.274883333,58,0.428,1.16E-05,0.428,0.684,0.000156,0,0.0744,-10.044,0.0475,141.336,4,0.419
2643,Maggie's Farm,Bob Dylan,1965,3.910433333,48,0.415,0.481,0.415,0.72,0,7,0.185,-11.177,0.0492,176.785,4,0.619
2644,"Dolor, dolor (feat. Aterciopelados)",Amparanoia,2017,2.9585,17,0.663,0.335,0.663,0.881,0,11,0.486,-5.391,0.0756,110.003,4,0.722
2645,Du ska va president,Imperiet,1990,4.279333333,41,0.66,0.0342,0.66,0.493,1.74E-06,11,0.354,-10.438,0.0304,107.582,4,0.586
2646,Dream Lover,Bobby Darin,2004,2.511766667,61,0.526,0.715,0.526,0.774,0,5,0.437,-1.692,0.0459,131.715,4,0.715
2647,Bliss,Muse,2001,4.185766667,57,0.447,0.000258,0.447,0.8,0.00206,0,0.113,-9.482,0.047,127.956,4,0.251
2648,One Last Breath,Creed,2001,3.970666667,69,0.386,0.00841,0.386,0.677,0.00366,2,0.341,-5.83,0.0346,126.602,4,0.195
2649,I'll Come Running - 2004 Digital Remaster,Brian Eno,1975,3.829733333,47,0.589,0.558,0.589,0.488,0.0461,9,0.0918,-13.165,0.0322,124.774,4,0.811
